model_id cre_line level_of_detail location ei tau reporter_status delta_ymax delta_ymin morphology electrophysiology rotation_angle_zaxis pia_distance
480353286 Rorb biophysical VisL5 excitatory 0.0693784752004 positive 594.024007234 -98.9898535755 Rorb-IRES2-Cre-D_Ai14-197851.05.02.01_492413372_m.swc 480353286_fit.json -3.273965814 580.4673827
481001895 Htr3a biophysical VisL5 inhibitory 0.0552370077539 positive 51.7295703859 -156.807278349 Htr3a-Cre_NO152_Ai14-198254.03.02.01_491119526_m.swc 481001895_fit.json -3.723285477 603.2243403
481136138 Htr3a biophysical VisL5 inhibitory 0.00532992321615 positive 147.675994589 -180.385722303 Htr3a-Cre_NO152_Ai14-200434.06.02.01_513556274_m.swc 481136138_fit.json -3.311770623 607.3589152
482516713 Pvalb biophysical VisL5 inhibitory 0.00252345107969 positive 517.309854481 -221.647843217 Pvalb-IRES-Cre_Ai14-199001.04.02.01_491119245_m.swc 482516713_fit.json -2.466047235 723.028742
482644550 Htr3a biophysical VisL5 inhibitory 0.0378121207009 positive 175.520700903 -146.29447648 Htr3a-Cre_NO152_Ai14-200442.05.02.01_495337161_m.swc 482644550_fit.json -3.902106348 582.3026273
482690728 Sst biophysical VisL5 inhibitory 0.0336259936089 positive 198.619553798 -80.8311177973 Sst-IRES-Cre_Ai14-199390.05.01.01_492101025_m.swc 482690728_fit.json -2.911567525 518.037103
483020137 Nr5a1 biophysical VisL4 excitatory 0.0129184084964 negative 388.191973613 -92.8416073154 Nr5a1-Cre_Ai14-199361.04.02.01_496001083_m.swc 483020137_fit.json -4.063438935 419.5176263
483061182 Cux2 biophysical VisL4 excitatory 0.00395673997166 positive 391.218268025 -67.106337421 Cux2-CreERT2_Ai14-198017.05.01.01_496121314_m.swc 483061182_fit.json -2.883874526 391.7495807
483068687 Scnn1a biophysical VisL4 excitatory 0.0842100527586 negative 489.882932166 -129.391900852 Scnn1a-Tg2-Cre_Ai14-200706.04.02.01_496079611_m.swc 483068687_fit.json -3.638294843 497.9224349
483111429 Scnn1a biophysical VisL5 inhibitory 0.0590783128616 negative 207.293938451 -92.8318604674 Scnn1a-Tg2-Cre_Ai14-200710.05.01.01_492101048_m.swc 483111429_fit.json -3.516522589 519.6324328
484559000 Rorb biophysical VisL5 excitatory 0.0138490724614 negative 444.553993997 -71.5560265085 Rorb-IRES2-Cre-D_Ai14-201965.03.02.01_492101093_m.swc 484559000_fit.json -3.697762259 642.1745022
484564503 Rorb biophysical VisL4 excitatory 0.00283616628612 positive 498.920268322 -95.838622972 Rorb-IRES2-Cre-D_Ai14-201965.05.01.01_491459182_m.swc 484564503_fit.json -2.686469617 501.8492653
484571248 Rorb biophysical VisL5 inhibitory 0.0106032921936 negative 217.837778629 -134.290397984 Rorb-IRES2-Cre-D_Ai14-201965.04.01.01_496085113_m.swc 484571248_fit.json -3.545751735 784.9587086
484635029 Pvalb biophysical VisL2/3 inhibitory 0.0215421271539 positive 184.587649787 -185.667828336 Pvalb-IRES-Cre_Ai14-201791.05.01.01_496079599_m.swc 484635029_fit.json -2.414963205 181.7142503
484679812 Rorb biophysical VisL4 excitatory 0.0130206744652 positive 450.932873121 -131.286422322 Rorb-IRES2-Cre-D_Ai14-201967.03.01.01_496123870_m.swc 484679812_fit.json -2.805048832 456.6668989
484742372 Pvalb biophysical VisL5 inhibitory 0.0355645366981 positive 139.839743582 -196.803484752 Pvalb-IRES-Cre_Ai14-201773.04.01.01_496079434_m.swc 484742372_fit.json -2.568599728 753.282648
485058595 Sst biophysical VisL4 inhibitory 0.00277288250311 positive 74.6338354205 -175.21577004 Sst-IRES-Cre_Ai14-202726.05.02.01_496123885_m.swc 485058595_fit.json -3.293306299 545.3596509
485161419 Sst biophysical VisL2/3 excitatory 0.0655273015283 negative 387.143553371 -106.939164115 Sst-IRES-Cre_Ai14-202480.03.02.01_491392879_m.swc 485161419_fit.json -3.219693925 363.8309046
485466109 Sst biophysical VisL1 inhibitory 0.00319415643538 positive 254.229996036 -130.221134453 Sst-IRES-Cre_Ai14-202729.03.02.01_496079506_m.swc 485466109_fit.json -3.608099885 311.4794829
485574721 Rbp4 biophysical VisL4 excitatory 0.0472887610694 positive 502.290332712 -131.584902138 Rbp4-Cre_KL100_Ai14-203498.04.01.01_496085098_m.swc 485574721_fit.json -2.290098865 493.9347256
485574832 Rbp4 biophysical VisL5 excitatory 0.0173457400193 positive 572.382511114 -92.4510188932 Rbp4-Cre_KL100_Ai14-203498.04.02.01_496001061_m.swc 485574832_fit.json -3.580769755 553.4537298
485835055 Rbp4 biophysical VisL5 excitatory 0.0471163434181 positive 658.283222176 -150.604237327 Rbp4-Cre_KL100_Ai14-204744.04.01.01_496123897_m.swc 485835055_fit.json -2.539202964 634.3824761
485836906 Rorb biophysical VisL4 excitatory 0.0240789637935 positive 350.686558612 -117.280391926 Rorb-IRES2-Cre-D_Ai14-204764.04.01.01_496001039_m.swc 485836906_fit.json -2.380587341 360.1268612
485880739 Rbp4 biophysical VisL5 excitatory 0.0469112433799 positive 585.661194183 -122.914349343 Rbp4-Cre_KL100_Ai14-204745.05.01.01_496001050_m.swc 485880739_fit.json -2.628448877 578.0374826
485909730 Cux2 biophysical VisL4 excitatory 0.0162323003147 positive 442.303345516 -119.181794562 Cux2-CreERT2_Ai14-205530.03.02.01_500961528_m.swc 485909730_fit.json -3.498014822 473.2798102
485912047 Cux2 biophysical VisL2/3 excitatory 0.0263162560412 positive 437.852021201 -117.422712417 Cux2-CreERT2_Ai14-205530.06.02.01_496085272_m.swc 485912047_fit.json -3.955054999 446.9549146
486052980 Rbp4 biophysical VisL5 excitatory 0.00686530681721 positive 620.710264674 -107.434306731 Rbp4-Cre_KL100_Ai14-205726.03.02.01_496001094_m.swc 486052980_fit.json -3.538261349 645.0544005
486110216 Rbp4 biophysical VisL5 excitatory 0.00328643670938 positive 645.616623392 -123.218309009 Rbp4-Cre_KL100_Ai14-205727.04.02.01_496085260_m.swc 486110216_fit.json -3.804406229 670.5795843
486111903 Rbp4 biophysical VisL5 excitatory 0.0128865638188 negative 651.494332901 -100.860344414 Rbp4-Cre_KL100_Ai14-205727.03.02.01_500961607_m.swc 486111903_fit.json -3.580486537 631.3120402
486146717 Cux2 biophysical VisL4 excitatory 0.0345336260891 positive 430.307930765 -134.048396629 Cux2-CreERT2_Ai14-205221.03.01.01_500961566_m.swc 486146717_fit.json -2.919470385 430.5987595
486502127 Rorb biophysical VisL4 excitatory 0.0201705043523 positive 459.463572303 -99.6371955693 Rorb-IRES2-Cre-D_Ai14-206927.04.01.01_496253700_m.swc 486502127_fit.json -2.617478271 459.0619129
486783119 Pvalb biophysical VisL5 inhibitory 0.0339356628581 positive 188.87765305 -217.157694223 Pvalb-IRES-Cre_Ai14-212809.03.01.01_500961658_m.swc 486783119_fit.json -3.3757251 502.1640155
487601493 Cux2 biophysical VisL4 excitatory 0.0304595910188 positive 490.527463362 -108.804461644 Cux2-CreERT2_Ai14-211771.03.01.01_496123846_m.swc 487601493_fit.json -2.645614632 474.4747348
487661754 Cux2 biophysical VisL2/3 excitatory 0.0479708240951 positive 172.333098304 -86.8835606051 Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc 487661754_fit.json -2.728849956 169.3267482
487664663 Rbp4 biophysical VisL5 excitatory 0.0421942307189 positive 629.555559328 -101.44288634 Rbp4-Cre_KL100_Ai14-211531.03.01.01_496085294_m.swc 487664663_fit.json -3.024000965 619.5741843
487667205 Pvalb biophysical VisL4 inhibitory 0.0255036161248 positive 194.063610345 -170.249336025 Pvalb-IRES-Cre_Ai14-212813.03.01.01_496163999_m.swc 487667205_fit.json -2.768003082 501.7282638
488501071 Pvalb biophysical VisL2/3 inhibitory 0.0168775325952 positive 227.116780003 -164.127344224 Pvalb-IRES-Cre_Ai14-212440.05.02.01_500961631_m.swc 488501071_fit.json -3.635735863 358.5286613
488674910 Ntsr1 biophysical VisL6a inhibitory 0.00587706424143 negative 175.197159003 -142.587208828 Ntsr1-Cre_Ai14-212354.03.02.01_496164013_m.swc 488674910_fit.json -3.736332544 761.6742053
488680211 Rorb biophysical VisL6a excitatory 0.028471478495 negative 408.63657548 -89.9110225039 Rorb-IRES2-Cre-D_Ai14-212872.05.01.01_496164023_m.swc 488680211_fit.json -2.192896718 764.0610418
